PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1144999,466601,1,GYRO EATS INC.,GYRO EATS INC.,06/17/2020,05/31/2021,05/29/2020,4300 N MILWAUKEE AVE,4300,4300,N,MILWAUKEE,AVE,CHICAGO,,60641,45,14,45-14,16,41.958816819,-87.753081752,"(41.95881681925547, -87.75308175224446)"
1145000,428275,1,CORNER ONE INC.,THE OLD PLANK,06/01/2020,05/31/2021,05/30/2020,2700 N MILWAUKEE AVE,2700,2700,N,MILWAUKEE,AVE,CHICAGO,,60647,35,25,35-25,14,41.930190942,-87.70947505,"(41.930190942014534, -87.70947504959446)"
1145001,393819,1,"COLD ONE, INC.",RED STAR LIQUORS,06/01/2020,05/31/2021,05/30/2020,2725-2727 N MILWAUKEE AVE,2725,2725-2727,N,MILWAUKEE,AVE,CHICAGO,IL,60647,35,17,35-17,14,41.93078709,-87.709987534,"(41.93078708970233, -87.70998753402094)"
1145002,375511,1,THIRSTY ONE INC.,THE HARDING TAVERN,06/01/2020,05/31/2021,05/30/2020,2732 N MILWAUKEE AVE,2732,2732,N,MILWAUKEE,AVE,CHICAGO,IL,60647,35,17,35-17,14,41.930721998,-87.710345481,"(41.9307219977604, -87.7103454809135)"
1145004,393820,1,"ENJOY ONE, INC.",SABA ITALIAN BAR & KITCHEN,09/03/2020,05/31/2021,05/30/2020,2715 N MILWAUKEE AVE,2715,2715,N,MILWAUKEE,AVE,CHICAGO,,60647,35,17,35-17,14,41.930605133,-87.709689368,"(41.930605133145264, -87.70968936811575)"
1145006,246146,2,ANDREA'S CAFE INC.,CAFE CON LECHE D' NOCHE,07/07/2020,05/31/2021,05/30/2020,2710-2714 N MILWAUKEE AVE,2710,2710-2714,N,MILWAUKEE,AVE,CHICAGO,IL,60647,35,17,35-17,14,41.930392308,-87.709805175,"(41.930392307909585, -87.70980517549702)"
1145010,356772,1,"KONISAN (OLD TOWN), INC.",KAMEHACHI,06/02/2020,05/31/2021,05/22/2020,1531 N WELLS ST,1531,1531,N,WELLS,ST,CHICAGO,IL,,27,54,27-54,18,41.910080242,-87.634529769,"(41.91008024220972, -87.63452976939911)"
1145011,463731,1,Amber Foods LLC,Dunkin Donuts,10/07/2020,05/31/2021,07/15/2020,201 W MADISON ST,201,201,W,MADISON,ST,CHICAGO,,60606,42,9,42-9,1,41.881835466,-87.633897389,"(41.88183546590967, -87.63389738860116)"
1145018,347714,1,"TOCHAL, INC.",ROCKS NORTHCENTER,06/25/2020,05/31/2021,06/24/2020,4138-4142 N LINCOLN AVE,4138,4138-4142,N,LINCOLN,AVE,CHICAGO,IL,60618,47,35,47-35,19,41.956920254,-87.680860721,"(41.95692025391941, -87.68086072097182)"
1145019,250735,2,"TRAVELER'S WINE BAR, LLC",PINT,08/07/2020,05/31/2021,07/13/2020,1547-49 N MILWAUKEE AVE,1547,1547-49,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.909708169,-87.676193676,"(41.90970816907281, -87.67619367559715)"
1145021,415773,1,T & E CHICAGO LLC,NAVIGATOR TAPROOM,07/08/2020,05/31/2021,06/24/2020,2211 N MILWAUKEE AVE,2211,2211,N,MILWAUKEE,AVE,CHICAGO,,60647,1,16,1-16,14,41.921076158,-87.694137859,"(41.921076157561416, -87.69413785909323)"
1145022,402670,1,IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,06/18/2020,05/31/2021,06/17/2020,505 N MICHIGAN AVE,505,505,N,MICHIGAN,AVE,CHICAGO,IL,60611,42,53,42-53,18,41.891120593,-87.623988704,"(41.891120593048875, -87.62398870432278)"
1145027,429999,1,SPOON & PORK HOSPITALITY LLC,BAYAN KO,06/26/2020,05/31/2021,06/23/2020,1810 W MONTROSE AVE,1810,1810,W,MONTROSE,AVE,CHICAGO,,60613,47,5,47-5,19,41.961619281,-87.675028822,"(41.961619281289565, -87.67502882185283)"
1145029,431815,1,"MOTI, CORPORATION",MOTI CAFE,07/06/2020,05/31/2021,06/11/2020,70 W HURON ST,70,70,W,HURON,ST,CHICAGO,,60654,2,40,2-40,18,41.894948109,-87.630865947,"(41.89494810890984, -87.63086594706665)"
1145030,461268,1,"LUIGIS PAISANS PIZZA CLARK, INC.",PAISANS PIZZERIA AND BAR CLARK,10/15/2020,05/31/2021,06/23/2020,700 S CLARK ST,700,700,S,CLARK,ST,CHICAGO,,60605,4,13,4-13,1,41.873310733,-87.630787816,"(41.87331073325086, -87.63078781601038)"
1145074,210982,1,B & Y INC,CAFE SUSHI-WELLS,06/17/2020,05/31/2021,05/27/2020,1342 N WELLS ST,1342,1342,N,WELLS,ST,CHICAGO,IL,60610,2,30,2-30,18,41.906926209,-87.634729782,"(41.906926209071756, -87.63472978194264)"
1145107,86522,58,"ARAMARK SERVICES, INC.",CAPITAL ONE - CAFE,09/04/2020,05/31/2021,08/21/2020,3435 N SOUTHPORT AVE,3435,3435,N,SOUTHPORT,AVE,CHICAGO,,60657,44,9,44-9,19,41.944442827,-87.663798247,"(41.94444282691601, -87.66379824747007)"
1145108,371950,1,"3143 WEST LOGAN BLVD, LLC",BILLY SUNDAY,06/09/2020,05/31/2021,05/26/2020,3143 W LOGAN BLVD,3143,3143,W,LOGAN,BLVD,CHICAGO,IL,60647,32,30,32-30,14,41.927863043,-87.706605015,"(41.92786304343622, -87.70660501506578)"
1145110,14853,1,"STRUGA, INC.",TUTTO ITALIANO,08/26/2020,05/31/2021,08/05/2020,501 S WELLS ST,501,501,S,WELLS,ST,CHICAGO,IL,60607,25,49,25-49,1,41.875537195,-87.633510218,"(41.87553719537306, -87.6335102177828)"
1145111,384063,1,"RUNA JAPANESE, INC.",RUNA JAPANESE,08/26/2020,05/31/2021,07/02/2020,2257 W NORTH AVE,2257,2257,W,NORTH,AVE,CHICAGO,IL,60647,1,12,1-12,14,41.910249567,-87.684634487,"(41.91024956670776, -87.68463448701652)"
1145112,413503,1,2834 SOUTHPORT LLC,SAL'S TRATTORIA,06/04/2020,05/31/2021,06/03/2020,2834 N SOUTHPORT AVE,2834,2834,N,SOUTHPORT,AVE,CHICAGO,IL,60657,32,18,32-18,19,41.933491345,-87.663743593,"(41.933491344933415, -87.66374359346061)"
1145119,364338,1,TEQUILA555 CORPORATION,BLUE AGAVE TEQUILA BAR & RESTAURANT,08/26/2020,05/31/2021,08/20/2020,579 W KINZIE ST,579,579,W,KINZIE,ST,CHICAGO,IL,60654,42,18,42-18,12,41.888939826,-87.642798888,"(41.88893982614996, -87.64279888763235)"
1145141,24023,1,"DONMAR, INC.",CORTLAND'S GARAGE,06/04/2020,05/31/2021,06/02/2020,1645 W CORTLAND ST,1645,1645,W,CORTLAND,ST,CHICAGO,IL,60622,32,33,32-33,14,41.915974566,-87.669621572,"(41.91597456632108, -87.66962157196225)"
1145142,15529,2,"CHICAGO DRINKING CO., INC.",A. J. HUDSON' S PUBLIC HOUSE,07/06/2020,05/31/2021,05/26/2020,3801-3805 N ASHLAND AVE,3801,3801-3805,N,ASHLAND,AVE,CHICAGO,IL,60613,47,44,47-44,19,41.950735169,-87.668812901,"(41.950735168842144, -87.66881290118066)"
1145143,67,1,"1208 LIQUORS, INC.",RABBIT HOLE,06/09/2020,05/31/2021,06/08/2020,1208 N WELLS ST,1208,1208,N,WELLS,ST,CHICAGO,IL,60610,2,30,2-30,18,41.904150703,-87.63463644,"(41.90415070255982, -87.63463643971943)"
1145200,6068,1,"SECOND TIME AROUND, INC.",CHICAGO JOE'S,06/15/2020,05/31/2021,06/13/2020,2252-56 W IRVING PARK RD,2252,2252-56,W,IRVING PARK,RD,CHICAGO,IL,60618,47,3,47-3,19,41.954163105,-87.685732034,"(41.954163104720365, -87.68573203361375)"
1145201,400223,2,"CAFFE UMBRIA, INC.","CAFE UMBRIA, INC.",07/16/2020,05/31/2021,06/11/2020,2535 W ARMITAGE AVE,2535,2535,W,ARMITAGE,AVE,CHICAGO,,60647,1,29,1-29,14,41.917431884,-87.691271681,"(41.9174318836819, -87.69127168083043)"
1145203,392906,7,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/29/2020,05/31/2021,05/29/2020,3334 N SOUTHPORT AVE,3334,3334,N,SOUTHPORT,AVE,CHICAGO,,60657,44,9,44-9,19,41.942610918,-87.664042041,"(41.94261091789817, -87.66404204131028)"
1145204,318860,2,"RED DOLPHIN ENTERPRISES, LLC",BRANDO'S,06/05/2020,05/31/2021,05/26/2020,338 S PLYMOUTH CT,338,338,S,PLYMOUTH,CT,CHICAGO,IL,60604,4,49,4-49,1,41.877121247,-87.628866569,"(41.877121247275554, -87.62886656853784)"
1145205,318860,2,"RED DOLPHIN ENTERPRISES, LLC",BRANDO'S,06/05/2020,05/31/2021,05/26/2020,343 S DEARBORN ST,343,343,S,DEARBORN,ST,CHICAGO,IL,60604,4,49,4-49,1,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)"
1145206,64402,1,"1300 WELLINGTON, INC.",FARM BAR LAKEVIEW,06/15/2020,05/31/2021,06/10/2020,1300 W WELLINGTON AVE,1300,1300,W,WELLINGTON,AVE,CHICAGO,IL,60657,32,8,32-8,19,41.93626672,-87.661379645,"(41.93626672027453, -87.66137964487525)"
1145209,203385,1,1039 W. BRYN MAWR INC.,FRANCESCA'S BRYN MAWR,06/09/2020,05/31/2021,06/08/2020,1039 W BRYN MAWR AVE,1039,1039,W,BRYN MAWR,AVE,CHICAGO,IL,60660,48,3,48-3,20,41.983571231,-87.65675393,"(41.98357123084218, -87.6567539303426)"
1145210,462417,1,ROSCOE SAME LLC,SAME SAME,06/01/2020,05/31/2021,05/29/2020,2022 W ROSCOE ST,2022,2022,W,ROSCOE,ST,CHICAGO,,60618,32,21,32-21,19,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)"
1145218,402530,1,312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,06/02/2020,05/31/2021,06/02/2020,1824-1826 W DIVISION ST,1824,1824-1826,W,DIVISION,ST,CHICAGO,IL,60622,1,5,1-5,14,41.90335951,-87.673397338,"(41.90335951000414, -87.67339733788289)"
1145219,456315,1,WILD VINE CHICAGO LLC,UVA KITCHEN AND WINE BAR,06/03/2020,05/31/2021,05/30/2020,5553 N CLARK ST,5553,5553,N,CLARK,ST,CHICAGO,,60640,48,7,48-7,20,41.983279492,-87.668563107,"(41.98327949189041, -87.66856310731372)"
1145224,355654,1,ELECTRIC BOOGALOO LLC,FLACO'S TACOS,07/06/2020,05/31/2021,06/15/2020,46 E CHICAGO AVE,46,46,E,CHICAGO,AVE,CHICAGO,IL,60611,42,32,42-32,18,41.896811306,-87.626448803,"(41.89681130646016, -87.6264488028737)"
1145225,392906,9,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/29/2020,05/31/2021,05/29/2020,401 N WELLS ST,401,401,N,WELLS,ST,CHICAGO,,60654,42,32,42-32,18,41.889215222,-87.633864401,"(41.889215221756814, -87.63386440081949)"
1145227,331934,1,"THEORY, LLC",Theory Sports Div Lounge,06/09/2020,05/31/2021,05/29/2020,9 W HUBBARD ST,9,9,W,HUBBARD,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889949311,-87.628373571,"(41.889949310620324, -87.62837357133523)"
1145228,400223,1,"CAFFE UMBRIA, INC.","CAFFE UMBRIA, INC.",07/15/2020,05/31/2021,06/18/2020,346 N CLARK ST,346,346,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.888742941,-87.631196181,"(41.88874294130651, -87.63119618117902)"
1145231,285589,1,"YASA, INC.",DUNKIN DOUNUTS / BASKIN ROBINS,06/11/2020,05/31/2021,06/11/2020,75 E WASHINGTON ST,75,75,E,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883115221,-87.625172509,"(41.883115221384855, -87.62517250873418)"
1145233,413369,1,"WELLS STREET MARKET, LLC",WELLS STREET MARKET,09/29/2020,05/31/2021,07/31/2020,205 W WACKER DR,205,205,W,WACKER,DR,CHICAGO,,60606,42,,42-,1,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)"
1145234,411810,1,CHOUETTE RESTAURANT LLC,PROXI,06/04/2020,05/31/2021,06/04/2020,565 W RANDOLPH ST,565,565,W,RANDOLPH,ST,CHICAGO,,60661,42,41,42-41,1,41.88432406,-87.642398262,"(41.88432406015637, -87.64239826176153)"
1145236,460943,1,"AVLI RIVER NORTH, LLC",AVLI  RIVER NORTH,06/05/2020,05/31/2021,05/28/2020,700-702 N WELLS ST,700,700-702,N,WELLS,ST,CHICAGO,,60654,42,15,42-15,18,41.894830492,-87.634300539,"(41.89483049188808, -87.63430053853016)"
1145275,1797,1,"GREEK ISLANDS RESTAURANT, INC.",GREEK ISLANDS RESTAURANT,06/22/2020,05/31/2021,06/22/2020,200 S HALSTED ST,200,200,S,HALSTED,ST,CHICAGO,IL,60661,27,58,27-58,12,41.879183093,-87.647426234,"(41.87918309269135, -87.64742623446782)"
1145276,416812,1,"VINNY D'S, LLC",Vinny D's,06/29/2020,05/31/2021,06/01/2020,1709 W DIVISION ST,1709,1709,W,DIVISION,ST,CHICAGO,IL,60622,1,47,1-47,12,41.903188843,-87.670398345,"(41.90318884287691, -87.67039834512866)"
1145277,183,1,"LA CHANCE, LTD.",CHEZ MOI,07/10/2020,05/31/2021,07/07/2020,2100 N HALSTED ST,2100,2100,N,HALSTED,ST,CHICAGO,IL,60614,43,41,43-41,18,41.920082191,-87.648724715,"(41.92008219079211, -87.6487247147394)"
1145280,15769,4,DAN MCCAULEY,A TASTE OF HEAVEN,07/08/2020,05/31/2021,06/11/2020,5401 N CLARK ST,5401,5401,N,CLARK,ST,CHICAGO,IL,60640,48,43,48-43,20,41.979895356,-87.668135643,"(41.9798953557881, -87.66813564252394)"
1145281,305425,1,"BACCHANAL, INC.",BROADWAY CELLARS,06/10/2020,05/31/2021,06/03/2020,5900 N BROADWAY,5900,5900,N,BROADWAY,,CHICAGO,IL,60660,48,48,48-48,20,41.989107718,-87.660387275,"(41.98910771764999, -87.660387275496)"
1145282,340905,1,"SABOR A MI, INC",NANA / AJO,06/11/2020,05/31/2021,06/09/2020,3267 S HALSTED ST,3267,3267,S,HALSTED,ST,CHICAGO,IL,60608,11,40,11-40,9,41.834421877,-87.646047304,"(41.83442187728667, -87.64604730385813)"
1145283,392906,5,"FOXTROT VENTURES, INCORPORATED",THE MARKET BY FOXTROT,05/29/2020,05/31/2021,05/29/2020,1722 W DIVISION ST,1722,1722,W,DIVISION,ST,CHICAGO,,60622,1,21,1-21,14,41.90339795,-87.671030628,"(41.90339795037629, -87.67103062839013)"
1145284,63414,70,STARBUCKS CORPORATION,STARBUCKS COFFEE #2445,05/22/2020,05/31/2021,05/22/2020,1052-70 W BRYN MAWR AVE,1052,1052-70,W,BRYN MAWR,AVE,CHICAGO,IL,60660,48,15,48-15,20,41.98378038,-87.657310954,"(41.9837803795335, -87.65731095408496)"
1145285,459046,1,"4337 NORTH LINCOLN PROPERTY, LLC",COBBLESTONE,06/10/2020,05/31/2021,06/09/2020,4337 N LINCOLN AVE,4337,4337,N,LINCOLN,AVE,CHICAGO,IL,60618,47,28,47-28,19,41.960573237,-87.683096373,"(41.96057323674521, -87.6830963733796)"
1145291,340860,5,"CAFE EL TAPATIO, INC.",CAFE EL TAPATIO,06/09/2020,05/31/2021,06/05/2020,3400-3402 N ASHLAND AVE,3400,3400-3402,N,ASHLAND,AVE,CHICAGO,IL,60657,47,6,47-6,19,41.943432313,-87.668912756,"(41.943432313397565, -87.66891275635102)"
1145296,53580,1,"P. N. L., INC.",The Grafton Pub & Grill,07/22/2020,05/31/2021,07/21/2020,4530 N LINCOLN AVE,4530,4530,N,LINCOLN,AVE,CHICAGO,IL,60625,47,42,47-42,19,41.963953232,-87.685663325,"(41.96395323202934, -87.68566332514946)"
1145316,425649,1,"ONTARIO STREET OWNER, LLC",ALOFT CHICAGO MAG MILE,06/18/2020,05/31/2021,06/18/2020,243 E ONTARIO ST,243,243,E,ONTARIO,ST,CHICAGO,,60611,42,35,42-35,18,41.893270263,-87.621566548,"(41.89327026295604, -87.62156654757308)"
1145319,389334,1,TRYZUB RESTAURANT LLC,TRYZUB RESTAURANT,06/18/2020,05/31/2021,06/18/2020,2201 W CHICAGO AVE,2201,2201,W,CHICAGO,AVE,CHICAGO,IL,60622,1,6,1-6,12,41.895715043,-87.682067929,"(41.89571504250543, -87.6820679286672)"
1145320,423431,1,"CARIBELLA, INC.",CARIBELLA,06/18/2020,05/31/2021,06/18/2020,3311 W FULLERTON AVE,3311,3311,W,FULLERTON,AVE,CHICAGO,,60647,35,10,35-10,14,41.924564287,-87.711064628,"(41.92456428740769, -87.71106462837874)"
1145322,370467,2,"GEB, LLC",THE BANDIT,06/23/2020,05/31/2021,06/23/2020,841 W RANDOLPH ST,841,841,W,RANDOLPH,ST,CHICAGO,,60607,27,45,27-45,12,41.884271229,-87.649008724,"(41.88427122892852, -87.6490087243122)"
1145326,429745,1,"AVLI TAVERNA, LLC",AVLI TAVERNA,07/17/2020,05/31/2021,06/20/2020,1335 W WRIGHTWOOD AVE,1335,1335,W,WRIGHTWOOD,AVE,CHICAGO,,60614,2,24,2-24,19,41.928756054,-87.662371472,"(41.92875605419546, -87.66237147194119)"
1145327,456364,1,LOLA'S CONEY ISLAND LLC,LOLAS CONEY ISLAND LLC,06/23/2020,05/31/2021,06/22/2020,2858 W CHICAGO AVE,2858,2858,W,CHICAGO,AVE,CHICAGO,,60622,26,21,26-21,12,41.895746584,-87.699102804,"(41.89574658400031, -87.69910280356912)"
1145328,63414,80,STARBUCKS CORPORATION,STARBUCKS COFFEE #2514,06/24/2020,05/31/2021,06/23/2020,3045 N GREENVIEW AVE,3045,3045,N,GREENVIEW,AVE,CHICAGO,IL,60657,32,18,32-18,19,41.937513752,-87.666019096,"(41.93751375164846, -87.66601909618618)"
1145355,415655,1,MAISON MARCEL LLC,MAISON MARCEL,06/26/2020,05/31/2021,06/23/2020,3114 N BROADWAY,3114,3114,N,BROADWAY,,CHICAGO,IL,60657,44,21,44-21,19,41.938117063,-87.644482818,"(41.93811706325153, -87.64448281820779)"
1145364,17823,1,"EL BARCO, INC.",EL BARCO RESTAURANT,09/18/2020,05/31/2021,09/09/2020,1035 N ASHLAND AVE,1035,1035,N,ASHLAND,AVE,CHICAGO,IL,,1,56,1-56,12,41.900640696,-87.667271409,"(41.90064069569674, -87.66727140888604)"
1145365,10787,1,"TRUST ME & CO., INC",VAUGHANS PUB,12/14/2020,05/31/2021,12/14/2020,5485 N NORTHWEST HWY,5485,5485,N,NORTHWEST,HWY,CHICAGO,IL,60630,45,11,45-11,16,41.980469496,-87.777630621,"(41.98046949592434, -87.77763062118801)"
1145366,32376,1,CITY NEWS INC,CITY NEWS,06/19/2020,05/31/2021,06/19/2020,4018 N CICERO AVE,4018,4018,N,CICERO,AVE,CHICAGO,IL,60641,45,31,45-31,16,41.953997999,-87.74746352,"(41.953997998664995, -87.74746352030205)"
1145367,64261,1,"KMFA, LTD.",SANTORINI,07/06/2020,05/31/2021,06/18/2020,138 S HALSTED ST,138,138,S,HALSTED,ST,CHICAGO,IL,60661,27,58,27-58,12,41.879277914,-87.647429296,"(41.87927791388022, -87.64742929608974)"
1145369,290371,1,"Weather Mark Group, LLC",Weather Mark Tavern,07/23/2020,05/31/2021,07/22/2020,1503 S MICHIGAN AVE,1503,1503,S,MICHIGAN,AVE,CHICAGO,IL,60605,3,21,3-21,1,41.861831106,-87.62387913,"(41.86183110633302, -87.62387912993134)"
1145370,317383,1,"AJD RESTAURANT GROUP, LLC",SULLY'S HOUSE,08/18/2020,05/31/2021,08/17/2020,1501 N DAYTON ST,1501,1501,N,DAYTON,ST,CHICAGO,IL,60642,2,55,2-55,18,41.908619727,-87.649294571,"(41.90861972732258, -87.64929457094323)"
1145372,455639,1,"MONNI FOODS, LLC",TORTELLO,06/24/2020,05/31/2021,06/23/2020,1746 W DIVISION ST,1746,1746,W,DIVISION,ST,CHICAGO,,60622,1,21,1-21,14,41.903384647,-87.671885899,"(41.90338464659639, -87.67188589890978)"
1145374,400881,1,FRONTERA 900 LLC,CRUZ BLANCA AND LENA BRAVA,06/18/2020,05/31/2021,06/18/2020,900-906 W RANDOLPH ST,900,900-906,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884476187,-87.649832934,"(41.88447618683702, -87.64983293409142)"
1145376,15899,1,THE MATCHBOX ON MILWAUKEE LLC,THE MATCHBOX,06/25/2020,05/31/2021,06/25/2020,770 N MILWAUKEE AVE,770,770,N,MILWAUKEE,AVE,CHICAGO,IL,60642,27,54,27-54,12,41.895796244,-87.654953596,"(41.89579624448361, -87.65495359564429)"
1145378,3640,1,"HUB'S GYROS II, INC.",HUB'S GYROS II INC,06/23/2020,05/31/2021,06/23/2020,5540 N LINCOLN AVE,5540,5540,N,LINCOLN,AVE,CHICAGO,IL,60625,40,1,40-1,20,41.982229793,-87.693839497,"(41.98222979264743, -87.69383949704255)"
1145384,410695,1,KB V LLC,KUMA'S CORNER,07/29/2020,05/31/2021,07/02/2020,854-856 W FULTON MARKET,854,854-856,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886878841,-87.649697253,"(41.88687884128287, -87.64969725329456)"
1145402,387519,1,"NIU 2, INC.",NIU B,07/10/2020,05/31/2021,07/09/2020,888 S MICHIGAN AVE,888,888,S,MICHIGAN,AVE,CHICAGO,IL,60605,4,37,4-37,1,41.870775489,-87.624292703,"(41.87077548860578, -87.62429270294257)"
1145403,15289,1,CLANCY'S LINCOLN AVENUE SILLY SALOON INC.,Gannon's Pub,07/17/2020,05/31/2021,06/24/2020,4264 N LINCOLN AVE,4264,4264,N,LINCOLN,AVE,CHICAGO,IL,60618,47,35,47-35,19,41.959479803,-87.682658732,"(41.95947980300583, -87.68265873225349)"
1145408,373179,2,THE 823 PROJECT LLC,SUSHI DOKKU,06/24/2020,05/31/2021,06/24/2020,823 W RANDOLPH ST,823,823,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884280843,-87.64845424,"(41.884280843147536, -87.64845423958646)"
1145409,379475,1,HP53 LLC,VIRTUE,07/31/2020,05/31/2021,07/06/2020,1460-1466 E 53RD ST,1460,1460-1466,E,53RD,ST,CHICAGO,IL,60615,4,47,4-47,2,41.79965126,-87.589403286,"(41.7996512604028, -87.58940328555822)"
1145411,366023,1,5353 PORTAGE LLC,SUTHERLAND'S,07/15/2020,05/31/2021,07/09/2020,5353 W IRVING PARK RD,5353,5353,W,IRVING PARK,RD,CHICAGO,IL,60641,38,35,38-35,16,41.953139478,-87.761719334,"(41.95313947805806, -87.76171933389249)"
1145414,261212,1,"TS2, INC.",HOUNDSTOOTH SALOON,07/02/2020,05/31/2021,06/22/2020,3369 N CLARK ST,3369,3369,N,CLARK,ST,CHICAGO,IL,60657,44,42,44-42,19,41.943561114,-87.653432264,"(41.94356111424501, -87.65343226447796)"
1145416,266713,1,CRYSTAL FOODS INC.,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,07/14/2020,05/31/2021,06/23/2020,200 E OHIO ST,200,200,E,OHIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.892671291,-87.622572202,"(41.89267129068561, -87.62257220248128)"
1145425,402970,2,"BUONA BEEF, LLC",BUONA,06/18/2020,05/31/2021,06/17/2020,613 - 617 N MCCLURG CT,613,613 - 617,N,MCCLURG,CT,CHICAGO,,60611,42,7,42-7,18,41.893119147,-87.617582502,"(41.893119147361546, -87.6175825016648)"
1145426,86212,4,INTELLIGENTSIA COFFEE INC.,Intelligentsia Coffee & Tea,08/28/2020,05/31/2021,06/26/2020,53 E RANDOLPH ST,53,53,E,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884387319,-87.625935647,"(41.884387318760176, -87.62593564654168)"
1145427,456410,1,TOASTED TAQUERIA LLC,ASADITO TAQUERIA/WOK N BAO,07/22/2020,05/31/2021,07/22/2020,540 W MADISON ST,540,540,W,MADISON,ST,CHICAGO,,60661,42,41,42-41,1,41.881966449,-87.641275825,"(41.8819664487557, -87.64127582547708)"
1145428,33336,1,LA LUNA ENTERPRISES INC.,ERIE CAFE,06/22/2020,05/31/2021,06/22/2020,536 W ERIE ST,536,536,W,ERIE,ST,CHICAGO,IL,60610,42,68,42-68,18,41.893991884,-87.642849948,"(41.893991883800915, -87.64284994769713)"
1145430,4180,1,"STREETER'S TAVERN, INC.",STREETERS TAVERN,09/08/2020,05/31/2021,07/14/2020,48-50 E CHICAGO AVE,48,48-50,E,CHICAGO,AVE,CHICAGO,IL,60611,42,19,42-19,18,41.89681265,-87.626363375,"(41.89681264961122, -87.62636337526784)"
1145432,330964,1,"TK CHICAGO LOOP, LLC",THE ROW TAVERN,06/24/2020,05/31/2021,06/24/2020,17 N WABASH AVE,17,17,N,WABASH,AVE,CHICAGO,,60602,42,42,42-42,1,41.882481427,-87.626076827,"(41.88248142730001, -87.62607682690941)"
1145433,380684,1,ELEVEN ONE C. LLC,OSTERIA DEL PASTAIO,07/30/2020,05/31/2021,06/19/2020,111 E CHESTNUT ST,111,111,E,CHESTNUT,ST,CHICAGO,IL,60611,42,48,42-48,18,41.898261619,-87.625164692,"(41.89826161908875, -87.62516469194003)"
1145434,300607,1,"MOMMA AND JIMMY'S GENIE, INC.",TRADITION,07/09/2020,05/31/2021,07/02/2020,160 N FRANKLIN ST,160,160,N,FRANKLIN,ST,CHICAGO,IL,60606,42,9,42-9,1,41.88480929,-87.635535835,"(41.8848092897636, -87.63553583472795)"
1145437,366113,1,MAGNOLIA CHICAGO LLC,MAGNOLIA BAKERY,06/25/2020,05/31/2021,06/25/2020,108 N STATE ST,108,108,N,STATE,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
1145439,64582,2,ARTURO COFFEE INC,ARTURO EXPRESS,07/31/2020,05/31/2021,07/07/2020,130 S CANAL ST,130,130,S,CANAL,ST,CHICAGO,IL,,42,,42-,,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)"
1145443,315985,1,"NIU, INC.",NIU,12/02/2020,05/31/2021,07/09/2020,332 E ILLINOIS ST,332,332,E,ILLINOIS,ST,CHICAGO,IL,60611,42,41,42-41,18,41.891139736,-87.618806372,"(41.8911397362657, -87.6188063715662)"
1145444,17179,1,"PITTSFIELD CAFE, LTD",PITTSFIELD CAFE,06/24/2020,05/31/2021,06/24/2020,55 E WASHINGTON ST,55,55,E,WASHINGTON,ST,CHICAGO,,60602,42,42,42-42,1,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)"
1145445,393697,1,KANELA III LLC,KANELA BREAKFAST CLUB,07/30/2020,05/31/2021,07/29/2020,502 E ILLINOIS ST,502,502,E,ILLINOIS,ST,CHICAGO,IL,60611,42,31,42-31,18,41.89120951,-87.615035773,"(41.89120951041896, -87.61503577319365)"
1145447,376612,1,"353 NORTH CLARK, LLC.",BARRIO / BODEGA,06/26/2020,05/31/2021,06/25/2020,65 W KINZIE ST,65,65,W,KINZIE,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889109128,-87.630540629,"(41.8891091281777, -87.6305406286297)"
